video_id,channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_view_count,video_comment_count,video_like_count,video_dislike_count,video_thumbnail,video_tags,collection_date
63_m65sK7oQ,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-13 07:46:34.000000,"NBA Top 10 Plays of the Night | January 12, 2019","Check out the top 10 plays of the night featuring Blake Griffin, Dwyane Wade, Aaron Gordon, Lauri Markkanen, Russell Westbrook and Kelly Oubre Jr. 

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,547933,288,6430,198,https://i.ytimg.com/vi/63_m65sK7oQ/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Miami Heat|Blake Griffin|Aaron Gordon|Lauri Markkanen|Russell Westbrook|Kelly Oubre Jr.|Bulls|OKC Thunder|Suns|Orlando Magic|Detroit Pistons,2019-12-29 16:27:14.564832
_5JStrC8CPg,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-14 06:05:21.000000,"NBA Top 10 Plays of the Night | January 13, 2019","Check out the top 10 plays of the night featuring Joel Embiid, Alec Burks, Damian Lillard, Bradley Beal, Luka Doncic, and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!


Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,530386,433,5251,424,https://i.ytimg.com/vi/_5JStrC8CPg/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Joel Embiid|Alec Burks|Damian Lillard|Bradley Beal|Luka Doncic|dunks,2019-12-29 16:27:14.774358
dlSBK0Alaqc,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-15 07:18:36.000000,"NBA Top 10 Plays of the Night | January 14, 2019","Check out the top 10 plays of the night featuring Joe Harris, James Harden, Rudy Gobert, Terry Rozier, Jaylen Brown, and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,516976,305,6132,141,https://i.ytimg.com/vi/dlSBK0Alaqc/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|top 10 plays|Joe Harris|James Harden|Rudy Gobert|Terry Rozier|Jaylen Brown|dunks,2019-12-29 16:27:14.972254
5QeDyNTF2Bs,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-16 07:23:21.000000,"NBA Top 10 Plays of the Night | January 15, 2019","Check out the top 10 plays of the night from around the NBA featuring Klay Thompson, Ben Simmons, Jamal Murray, and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,490771,317,4760,920,https://i.ytimg.com/vi/5QeDyNTF2Bs/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|top 10|bembry|jamal murray|klay thompson|dunk|slam|jam|poster|three pointer|buzzer beater|dime|assist|behind the back,2019-12-29 16:27:15.157147
iLErBlAtp5k,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-17 07:55:17.000000,"NBA Top 10 Plays of the Night | January 16, 2019","Check out the top 10 plays of the night featuring Shaun Livingston, Kyrie Irving, JaMychal Green, Eric Gordon, Anthony Davis, and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,526152,342,6158,204,https://i.ytimg.com/vi/iLErBlAtp5k/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Shaun Livingston|Kyrie Irving|JaMychal Green|Eric Gordon|Anthony Davis|poster dunks|dunks|handles,2019-12-29 16:27:15.371795
yVpaYTKZa_c,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-18 06:39:43.000000,"NBA Top 10 Plays of the Night | January 17, 2019","Check out the top 10 plays of the night featuring Kyle Kuzma, Kris Dunn, Miles Bridges, Pascal Siakam, and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,468472,271,4602,663,https://i.ytimg.com/vi/yVpaYTKZa_c/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|top 10|Kyle Kuzma|Kris Dunn|Miles Bridges|Pascal Siakam|game winners,2019-12-29 16:27:15.582368
mqHyJ2TQiY4,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-19 07:31:56.000000,"NBA Top 10 Plays of the Night | January 18, 2019","Check out the top 10 plays of the night featuring Mo Bamba, Jusuf Nurkić, Donovan Mitchell, DeMarcus Cousins, and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,530503,438,6398,310,https://i.ytimg.com/vi/mqHyJ2TQiY4/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|nba top 10|Mo Bamba|Jusuf Nurkić|Karl-Anthony Towns|DeMarcus Cousins|top 10 plays,2019-12-29 16:27:15.760147
D5E1yHkkh_Q,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-20 07:38:24.000000,"NBA Top 10 Plays of the Night | January 19, 2019","Check out the top 10 plays of the night featuring Paul George, Buddy Hield, Eric Gordon, Nikola Vucevic, Jimmy Butler, and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,577126,546,6598,217,https://i.ytimg.com/vi/D5E1yHkkh_Q/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|ot|winner|pg|poster|dunk|three|top|10|slam|jam|and|one|handles|george|buddy|vucevic|butler|paul|kyrie|gordon,2019-12-29 16:27:15.946947
LjeIiaBrfZA,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-21 05:30:24.000000,"NBA Top 5 Plays of the Night | January 20, 2019","Check out the top 5 plays of the night around the NBA, featuring Derrick Rose, Karl-Anthony Towns, Myles Turner and more!

The Top 5 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!


Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,399293,274,5642,104,https://i.ytimg.com/vi/LjeIiaBrfZA/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Timberwolves|Pacers|Suns|Myles Turner|Karl-Anthony Towns|Derrick Rose|game winner|crossover|dunk|indiana pacers|allstar,2019-12-29 16:27:16.134678
PYFvX1H7I80,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-22 07:21:07.000000,"NBA Top 10 Plays of the Night | January 21, 2019","Check out the top 10 plays of the night featuring Kyrie Irving, Klay Thompson, James Harden, Joel Embiid, Zach Lavine and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!


Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,600498,376,5980,147,https://i.ytimg.com/vi/PYFvX1H7I80/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|blocks|Joel Embiid|Kyrie Irving|Klay Thompson|Golden State Warriors|James Harden|Houston Rockets|Zach Lavine|dunks|Boston Celtics|Los Angeles Lakers|Sacramento Kings|Brooklyn Nets|MLK Day|jaren jackson|Memphis Grizzlies,2019-12-29 16:27:16.317692
ARgHZhtej2U,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-23 05:37:44.000000,"NBA Top 5 Plays of the Night | January 22, 2019","Check out the top 5 plays of the night around the NBA, featuring Russell Westbrook, Chris Boucher, and Paul George.

Top 5 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,345453,516,5883,142,https://i.ytimg.com/vi/ARgHZhtej2U/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Russell Westbrook|Chris Boucher|Paul Georg|westbrook|paul george|chris boucher|thunder|trail blazers|raptors|dunks,2019-12-29 16:27:16.483769
YTqNzcatM7w,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-24 06:55:05.000000,"NBA Top 10 Plays of the Night | January 23, 2019","Check out the top 10 plays of the night featuring Donovan Mitchell, Josh Richardson, James Harden, Justin Anderson, Jonah Bolden and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,629956,354,6387,186,https://i.ytimg.com/vi/YTqNzcatM7w/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|top plays|dunk|Donovan Mitchell|Josh Richardson|James Harden|Justin Anderson|Jonah Bolden|MSG|61 points,2019-12-29 16:27:16.684987
XczrJEhzqg0,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-25 07:34:54.000000,"NBA Top 5 Plays of the Night | January 24, 2019","Check out the top 5 plays of the night around the NBA, featuring Brandon Ingram, Shaun Livingston, and Karl-Anthony Towns.

Top 5 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,290610,150,3279,320,https://i.ytimg.com/vi/XczrJEhzqg0/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Brandon Ingram|Shaun Livingston|Karl-Anthony Towns|Stephen Curry|Golden State Warriors|Lakers,2019-12-29 16:27:16.883132
eqUgImNikC8,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-26 06:19:05.000000,"NBA Top 10 Plays of the Night | January 25, 2019","Check out the top 10 plays of the night featuring Dwyane Wade, Josh Okogie, Miles Bridges, Bobby Portis, Blake Griffin and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,581146,408,6815,151,https://i.ytimg.com/vi/eqUgImNikC8/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Dwyane Wade|Josh Okogie|Miles Bridges|Bobby Portis|Blake Griffin|dunks|poster dunks,2019-12-29 16:27:17.051324
Wj-xg8GOTJQ,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-27 06:39:39.000000,"NBA Top 10 Plays of the Night | January 26, 2019","Check out the top 10 plays of the night from around the NBA featuring Joakim Noah, Gary Harris, Steph Curry, and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,492493,312,4749,204,https://i.ytimg.com/vi/Wj-xg8GOTJQ/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|top 10|slam|dunk|poster|three pointer|and 1|block|rejection|steph curry|gary harris|joakim noah,2019-12-29 16:27:17.253643
A9jLXgkmW6k,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-28 05:50:42.000000,"NBA Top 10 Plays of the Night | January 27, 2019","Check out the top 10 plays of the night featuring Luka Doncic, Dwyane Wade , Montrezl Harrell, Aaron Gordon, Paul George and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,548780,584,6212,186,https://i.ytimg.com/vi/A9jLXgkmW6k/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Luka Doncic|Dwyane Wade|Montrezl Harrell|Aaron Gordon|Paul George|dunks|lakers,2019-12-29 16:27:17.436305
iUx47KO23hw,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-29 06:50:55.000000,"NBA Top 5 Plays of the Night | January 28, 2019","Check out the top 5 plays of the night around the NBA, featuring Gary Harris, Marcus Smart, Klay Thompson and Stephen Curry.

Top 5 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,351108,209,4157,110,https://i.ytimg.com/vi/iUx47KO23hw/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Klay Thompson|Stephen Curry|Gary Harris|Marcus Smart,2019-12-29 16:27:17.622076
NyfkaOSqkIE,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-30 06:39:11.000000,"NBA Top 10 Plays of the Night | January 29, 2019","Check out the top 10 plays of the night from around the NBA featuring Giannis Antetokounmpo, Brandon Ingram, Rudy Gay, and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,616697,396,7717,167,https://i.ytimg.com/vi/NyfkaOSqkIE/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|top 10|giannis|greek freak|brandon ingram|rudy gay|game winner|slam|jam|dunk|poster|buzzer beater,2019-12-29 16:27:17.809570
SvV0UF0wXMY,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-01-31 07:01:20.000000,"NBA Top 10 Plays of the Night | January 30, 2019","Check out the top 10 plays of the night from around the NBA featuring Jaylen Brown, Jayson Tatum, Karl-Anthony Towns and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,578261,244,6309,128,https://i.ytimg.com/vi/SvV0UF0wXMY/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Jaylen Brown|Jayson Tatum|Karl-Anthony Towns,2019-12-29 16:27:17.989762
x5hcx2gjGuQ,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-01 07:32:51.000000,"NBA Top 5 Plays of the Night | January 31, 2019","Check out the top 5 plays of the night around the NBA, featuring Giannis Antetokounmpo, Landry Shamet, Joel Embiid and Kevin Durant

Top 5 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,330377,179,3914,108,https://i.ytimg.com/vi/x5hcx2gjGuQ/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Giannis Antetokounmpo|Landry Shamet|Joel Embiid and Kevin Durant,2019-12-29 16:27:18.171744
hNou4K9D1s4,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-02 06:44:38.000000,"NBA Top 5 Plays of the Night | February 1, 2019","Check out the top 5 plays of the night featuring Russell Westbrook, Kemba Walker, Malik Beasley and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,326784,152,3974,99,https://i.ytimg.com/vi/hNou4K9D1s4/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|top 5|plays of the night|russell westrbook|malik beasley|kemba walker|jerami grant|dunk|slam|jam|poster|putback|assist|dime|dish,2019-12-29 16:27:18.369918
axmZZjQjGig,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-03 07:10:41.000000,"NBA Top 10 Plays of the Night | February 2, 2019","Check out the top 10 plays of the night from around the NBA featuring Nikola Vucevic, Karl-Anthony Towns, DeMarcus Cousins and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,619315,393,6718,225,https://i.ytimg.com/vi/axmZZjQjGig/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|top 10|slam|jam|poster|dunk|kat|vucevic|demarcus cousins,2019-12-29 16:27:18.555050
OrtpBm7X_fc,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-03 23:30:37.000000,"NBA Top 5 Plays of the Night | February 3, 2019","Check out the top 5 plays of the night featuring Kyrie Irving, Hamidou Diallo, DeAndre Jordan and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,337552,173,3844,104,https://i.ytimg.com/vi/OrtpBm7X_fc/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|irving|kyrie|diallo|deandre|top|10|05|hesitation|driving|layup|dunk|block|super|sunday,2019-12-29 16:27:18.744469
4h9QjfamHAE,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-05 06:53:21.000000,"NBA Top 5 Plays of the Night | February 4, 2019","Check out the top 5 plays of the night featuring Eric Bledsoe, Marvin Bagley III, Trevor Ariza and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,334435,193,4488,72,https://i.ytimg.com/vi/4h9QjfamHAE/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|ariza|handle|bagley|05|top|buckets|bledsoe|360|dunk|dunks|flight|outlet,2019-12-29 16:27:18.933060
wYGScy3dfQI,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-06 07:48:38.000000,"NBA Top 10 Plays of the Night | February 5, 2019","Check out the top 10 plays of the night featuring Aaron Gordon, Myles Turner, JaVale McGee, Miles Bridges and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,549588,328,5630,111,https://i.ytimg.com/vi/wYGScy3dfQI/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Aaron Gordon|Myles Turner|JaVale McGee|Miles Bridges|dunsk|blocks,2019-12-29 16:27:19.135246
drhD77My0rM,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-07 07:32:42.000000,"NBA Top 10 Plays of the Night | February 6, 2019","Check out the top 10 plays of the night featuring Gerald Green, Mason Plumlee, Giannis Antetokounmpo, Luka Doncic and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,543976,351,5796,143,https://i.ytimg.com/vi/drhD77My0rM/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Luka Doncic|Gerald Green|Mason Plumlee|Giannis Antetokounmpo|dunks|assists|poster slams|MVP|rookies|greek freak|GOATMENTATOR|Beau Estes|top 10|top ten|top plays|nightly,2019-12-29 16:27:19.316312
QOScfwSOT20,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-08 07:45:35.000000,"NBA Top 10 Plays of the Night | February 7, 2019","Check out the top 10 plays of the night featuring Terrance Ferguson, Vince Carter, Rajon Rondo and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,470292,237,4971,121,https://i.ytimg.com/vi/QOScfwSOT20/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|windmill|slam|jam|dunk|hammer|poster|rondo|ferguson|carter|top 10,2019-12-29 16:27:19.499886
g0L4w304Ymo,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-09 06:39:23.000000,"NBA Top 10 Plays of the Night | February 8, 2019","Check out the top 10 plays of the night featuring DeAndre Jordan, Joel Embiid, Anthony Davis, Dennis Smith Jr. and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

For Full Game Recaps visit: https://bit.ly/2MQ6ijV

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,491713,267,5045,162,https://i.ytimg.com/vi/g0L4w304Ymo/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|DeAndre Jordan|Joel Embiid|Anthony Davis|Dennis Smith Jr.|New Orleans Pelicans|Philadephia 76ers,2019-12-29 16:27:19.691373
qkE2SDV2NpQ,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-10 06:21:27.000000,"NBA Top 10 Plays of the Night | February 9, 2019","Check out the top 10 plays of the night featuring Chris Paul, Paul George, Miles Bridges, DeAndre Jordan and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

For Full Game Recaps visit: https://bit.ly/2MQ6ijV 

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,481894,253,4968,137,https://i.ytimg.com/vi/qkE2SDV2NpQ/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|NBA top 10|Chris Paul|Paul George|Miles Bridges|DeAndre Jordan|blocks|dunks,2019-12-29 16:27:19.892272
c3f75ZhTMSM,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-11 05:54:19.000000,"NBA Top 10 Plays of the Night | February 10, 2019","Check out the top 10 plays of the night featuring Luka Doncic, Joel Embiid, Kevin Durant, John Collins, De'Aaron Fox and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

For Full Game Recaps visit: https://bit.ly/2MQ6ijV


Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,580690,317,6082,160,https://i.ytimg.com/vi/c3f75ZhTMSM/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|miami heat|kevin durant|Lebron james|Joel Embiid|Ben Simmons|Tobias Harris|atlanta hawks|dunks|trae young|Luka Doncic|Dallas mavericks|Damian Lillard|Trailblazers|Phoenix Suns|Sacramento Kings|Orlando Magic|john collins|de'aaron fox,2019-12-29 16:27:20.132442
-xR0-jmJPzk,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-12 06:05:30.000000,"NBA Top 10 Plays of the Night | February 11, 2019","Check out the top 10 plays of the night featuring Luka Doncic, Brook Lopez, Mitchell Robinson, Paul George, Mario Hezonja and more!

For Full Game Recaps visit: https://bit.ly/2MQ6ijV 

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,559512,309,6446,150,https://i.ytimg.com/vi/-xR0-jmJPzk/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Luka Doncic|Brook Lopez|Mitchell Robinson|Paul George|Mario Hezonja|dunks|poster|cross over|rookies,2019-12-29 16:27:20.335600
pCOt86vIjRs,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-13 06:42:38.000000,"NBA Top 5 Plays of the Night | February 12, 2019","Check out the top 5 plays of the night featuring Steph Curry, Donovan Mitchell, Jayson Tatum, and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: https://nba.app.link/e/yGbauuaHeU",17,342786,211,5063,84,https://i.ytimg.com/vi/pCOt86vIjRs/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|top 5|dunk|slam|jam|poster|dime|no look|putback|steph curry|jayson tatum|donovan mitchell,2019-12-29 16:27:20.545661
g_ITwGetIUc,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-14 07:36:37.000000,"NBA Top 10 Plays of the Night | February 13, 2019","Check out the top 10 plays of the night featuring Kelly Oubre Jr., Nikola Jokic, Kevin Knox, and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: https://nba.app.link/e/yGbauuaHeU",17,617659,430,7096,150,https://i.ytimg.com/vi/g_ITwGetIUc/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|kelly oubre jr|okogie|kevin knox|nikola jokic|marquise chriss|dunk|slam|jam|poster|demarre carroll|game winner|buzzer beater|tip in|clutch|buckets|top 10,2019-12-29 16:27:20.760070
3Ry60ABn-aI,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-02-15 06:21:23.000000,"NBA Top 5 Plays of the Night | February 14, 2019","Check out the top 5 plays of the night featuring John Collins, DeAndre Bembry, Jrue Holiday and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: https://nba.app.link/e/yGbauuaHeU",17,432864,250,5389,522,https://i.ytimg.com/vi/3Ry60ABn-aI/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|pelicans|Russell Westbrook|Paul George|New York Knicks|Atlanta Hawks|Jrue Holiday|John Collins|dunks|handles|crossover|Terrence Ross|Orlando Magic|OKC Thunder|Frank Jackson|Hornets,2019-12-29 16:27:20.966074
